item,frequency
प्र्आथ्अ,1015
म्इक्अ,1015
अत्इ,1191
र्इक्त्अ,1191
न्अंब्अर्अ,2028
व्ऐस्ए,1248
ईक्अ,1570
र्अण्अ,11611
ग्र्आम्ई,1908
च्अर्च्आ,2123
ग्आअंव्अ,4911
क्एव्अ,2770
स्अड्क्अ,2634
प्उर्आ,1503
आज्अ,11181
प्अह् उ,8468
म्अह् अ,9374
ज्आत्आ,8702
द्ओन्ओ,6383
म्आर्ग्अ,1528
ब्आर्इ,1499
ह् ओन्ए,13628
ह् अर्अ,16301
त्अय्अ,1970
ब्इज्अ,2686
ल्अग्अ,8968
प्अंच्आय्अ,1785
म्आध्य्अ,1987
अन्ए,1160
ध्आन्अ,749
म्अध्य्ए,585
ण्य्आत्अ,1152
ओर्अ,13665
ज्ऊन्अ,1893
म्अह् ई,2752
श्अत्अ,2847
प्एट्र्ओ,1066
क्ईम्अ,2761
प्इछ्अ,4564
द्व्आर्आ,9271
म्उत्आ,3561
ब्इक्अ,3561
ख्आद्य्अ,644
आर्थ्अ,3634
क्आअंग्र्ए,7895
स्अम्ए,1410
व्इप्अ,1326
ज्उल्आ,1567
श्उर्ऊ,7094
प्र्अय्आ,2161
व्अक्त्अ,2013
प्आअंच्अ,3509
स्त्अर्अ,3104
ल्इह् आ,606
म्औक्आ,1223
भ्अव्इ,1183
प्र्इय्अ,671
म्ऐच्अ,4021
र्अन्अ,3806
आउ,871
अक्स्अ,809
ह् ओग्आ,8314
ख्उश्अ,2040
ज्आय्ए,2012
ल्अत्आ,1226
ब्आत्अ,14861
च्अल्अ,12068
त्अभ्ई,1121
व्य्अक्त्इ,3533
भ्अव्अ,1171
उस्ए,6591
ल्अग्ए,3086
ज्ईव्अ,3711
भ्अर्अ,8741
ह् ओन्आ,2611
आव्अ,5517
श्य्अक्अ,1867
ऊप्अ,1945
ह् ओत्आ,8606
ज्उड्ए,1595
म्उख्य्अ,8927
द्इख्आ,4050
ध्ईर्ए,806
फ्इर्अ,8843
ऐस्आ,5390
स्ओच्अ,2611
ग्अल्अ,1937
स्अंभ्अव्अ,978
द्इख्अ,2150
ब्आर्ए,5521
ग्आअंध्ई,3435
न्इक्अ,7565
उम्म्ई,3781
द्अव्आ,1863
छ्ऊट्अ,837
ब्आव्अ,1617
ज्ऊद्अ,1617
ब्अह् उ,8143
व्इज्अ,1556
क्इस्ई,11614
प्आर्ट्ई,6881
य्अद्इ,3081
म्आह् औ,757
ब्अद्अ,4874
क्आम्अ,10914
अब्अ,13752
ब्आज्आ,3146
ल्ओग्अ,8634
ब्एच्अ,1349
त्व्अप्ऊ,1458
क्अंप्अन्ई,4894
त्और्अ,2872
न्इध्इ,1059
उत्त्अ,4549
स्अंस्अद्अ,1543
व्इर्ओ,3398
ब्ओल्अ,4185
स्अह् ई,2187
आब्आ,3313
ज्अन्ओ,861
प्उल्इ,12546
ह् अत्य्आ,2565
प्ओस्ट्अ,2006
भ्एज्अ,3107
ब्अच्आ,2443
म्आह् अ,1884
भ्ओज्अ,701
प्र्अथ्अ,852
स्इर्फ्अ,3281
अल्आ,3844
म्औस्अ,1259
प्ऊर्आ,3269
र्उप्अ,5763
च्ऐन्अ,1060
व्एब्अ,1040
स्आइ,1040
त्आर्अ,2293
क्ऑल्ए,1210
आन्अ,8529
म्आर्च्अ,1710
अप्र्ऐ,1521
ज्इत्अ,2004
एड्अ,7766
य्ऊन्इ,667
व्अर्स्इ,667
ऑन्अ,1049
ल्आइ,1049
ट्आइ,870
न्इज्ई,1438
ग्ऐर्अ,1081
द्इन्अ,10373
प्अत्र्अ,5133
स्ईध्ए,801
एक्ट्अ,3194
एफ्अ,2152
स्अंग्अठ्अ,2130
भ्आग्अ,3553
न्आथ्अ,2963
प्अक्अ,1728
म्औत्अ,3217
स्उन्अ,4856
व्इभ्आ,5245
त्अथ्आ,7018
र्उप्ए,3898
प्अढ्ए,1229
इर्अ,3603
च्इत्अ,3302
अस्अ,7771
क्अल्अ,3503
ब्अन्ए,2141
प्ईए,2480
एन्अ,6006
प्र्अम्उ,2759
श्आह् अ,2722
अध्य्अ,5880
अम्इ,1627
ग्र्आह् अ,936
म्ओब्आ,1587
फ्ईस्अ,3194
प्र्अद्ए,8843
म्उक्त्अ,1111
ह् एत्उ,851
अक्ट्ऊ,1138
ब्अर्अ,1745
क्अह् ई,1849
ब्आह् अ,3987
ज्आन्आ,2538
य्आत्र्आ,2048
न्औक्अ,1276
व्अह् ई,5156
प्ऐस्ए,1434
ह् इस्आ,700
म्अध्य्अ,2836
ब्ईज्ए,2648
फ्आय्अ,1003
ब्ऐअंक्अ,4505
भ्अग्अ,4109
न्इव्ए,1951
म्उश्क्इ,1327
स्अह् अ,5202
य्ओग्अ,7771
ज्र्ऊर्अ,740
स्ईम्आ,1860
च्उन्अ,1927
भ्उग्अ,993
त्आन्अ,993
क्अभ्ई,3672
न्इर्ण्अ,1535
ल्एन्ए,2841
प्एश्अ,2693
अच्छ्ई,2006
म्ऑड्अ,980
स्थ्इत्अ,4403
ब्आल्अ,2676
व्इक्आ,4562
क्अर्ओ,5960
ह् इअंद्ऊ,802
ब्आअंग्ल्आ,660
न्आग्अ,1748
र्इक्अ,1748
क्एअंद्र्अ,3493
ज्आअंच्अ,4055
ग्र्आम्अ,3075
इए,4722
ल्अब्ध्अ,2398
क्इस्आ,3723
ल्आव्अ,1321
घ्आय्अ,1729
अस्प्अ,2606
त्आल्अ,2606
ह् अर्आ,2550
ऑफ्अ,3631
व्अह् आ,3339
ह् आथ्अ,3619
द्ऊर्अ,4633
ब्अड्आ,3113
आज्आ,857
स्उब्अ,2604
ब्अज्ए,2702
ख्आस्अ,2792
म्अज्अ,3144
ब्ऊत्अ,1549
द्ओस्त्अ,1945
म्इल्आ,3779
प्ऊर्ई,4374
द्ऊध्अ,908
ह् अट्आ,1484
न्आर्आ,715
य्अण्अ,715
अग्र्अ,642
व्आल्अ,2601
एम्अ,7254
क्उल्अ,3233
आद्इ,4201
स्आम्अ,5944
ख्ओल्अ,1560
ब्ईच्अ,6845
क्ओर्ट्अ,4118
न्ओट्अ,2403
एअंग्ए,7909
च्ईन्अ,2949
भ्आष्आ,1568
ल्इख्आ,2088
ध्अर्म्अ,3093
च्ओट्अ,792
इय्अ,13233
आत्म्अ,3365
व्इष्अ,1652
व्आद्अ,7329
श्आम्इ,5151
ब्अल्क्इ,2424
स्आफ्अ,1635
ज्अग्अ,3447
ह् इअंद्ई,1402
क्अर्आ,3404
व्आप्अ,2305
स्ओम्अ,1974
अच्आ,867
न्अक्अ,867
स्उध्आ,1598
आर्थ्इ,1807
एग्आ,5171
आद्अ,1419
अअंक्अ,2194
व्इक्अ,1703
स्इत्अ,689
म्उअंब्ई,2543
इअंड्इ,3579
य्अन्अ,1546
एज्अ,2975
त्अह् अ,3407
ह् इन्द्ई,788
व्इश्व्अ,4260
द्इश्आ,1405
ग्अर्अ,3719
म्ईड्इ,3870
श्अख्स्अ,634
स्इस्ट्अ,690
ल्औट्अ,1452
त्अस्व्ई,1661
श्एय्अ,2354
ब्एट्ए,1167
आह् ए,3499
न्इक्आ,2689
स्ऊच्अ,2360
ध्य्आन्अ,2574
आल्अ,2349
श्र्अद्ध्आ,939
म्अग्अ,1315
फ्ओट्ओ,1817
र्अख्आ,2384
इल्आ,3079
ज्अल्अ,2671
अर्अ,2067
ड्आल्अ,3714
क्ष्इत्अ,848
म्अह् इ,7606
प्ल्आन्अ,773
व्अर्ग्अ,1828
स्इत्अंब्अ,1225
च्अंड्ईग्अ,729
द्और्अ,2459
म्आअंग्अ,5533
श्उभ्अ,1373
ल्आओ,2229
द्इए,3841
ज्आन्ए,8873
प्र्अस्त्आ,1603
म्उस्ल्इ,1248
ग्अर्ई,1210
त्एल्अ,1737
व्आन्अ,1751
क्आफ्ई,5233
ज्ओर्अ,874
एअंट्अ,3878
र्इल्ई,1152
म्उद्द्ए,1047
क्अद्अ,1736
म्आन्आ,1950
न्अग्अ,5295
श्आम्अ,1694
व्आह् अ,5675
म्अद्अ,3736
र्इक्आ,2137
घ्अट्अ,5611
प्उर्उ,1233
ग्अर्भ्अ,635
स्अल्अ,2475
ल्आग्ऊ,1667
क्अंप्अन्इ,1692
ज्इल्ए,2610
स्अम्उ,825
द्आय्अ,825
ह् इअंस्आ,847
प्आन्ई,3750
स्अह् इ,2164
प्ईड्इ,1274
आर्ओ,7022
र्आय्अ,1768
न्इय्अंत्र्अ,770
प्र्अभ्आ,3739
र्ओड्अ,1406
ब्इह् आ,2356
न्ईत्ई,788
ज्अम्म्ऊ,1260
क्अश्म्ई,2522
न्य्आय्आ,1514
ल्अय्अ,5191
म्अंग्अल्अ,1911
श्आस्अ,1179
र्आष्ट्र्ई,3000
ह् अफ्त्ए,651
आव्आ,1319
द्इन्ओ,3497
फ्ओन्अ,2886
श्इक्आ,2418
य्अत्अ,2418
ज्इन्ह् ए,806
स्आब्इ,1323
स्अंघ्अर्ष्अ,1007
स्व्आस्थ्य्अ,2022
ग्इर्आ,994
व्अट्अ,994
प्अड्आ,1989
व्आल्आ,3354
त्ईस्अ,922
ल्एख्अ,1834
स्इअंह् अ,12572
म्औक्ए,2594
एअंस्अ,3420
य्आच्इ,1247
व्य्आप्आ,1923
अद्आ,1738
ल्अत्अ,1738
च्उन्औ,929
ज्ईत्अ,4799
स्थ्आन्अ,4916
श्इक्ष्आ,2881
प्अत्न्ई,1994
र्इश्त्ए,712
र्अव्इ,1788
त्अल्आ,1086
य्आन्अ,1789
आअंख्अ,936
क्आर्य्आ,1544
क्र्अम्अ,5507
र्आत्अ,4706
इअंग्ल्ऐ,896
न्इर्म्आ,3474
ल्आल्अ,3054
ध्ओन्ई,888
प्ऊज्आ,1437
प्र्इय्अंक्आ,776
प्अत्आ,3430
श्इव्अ,4333
स्एन्आ,630
ज्ऐस्आ,1113
ट्ऊट्अ,986
भ्आर्ई,1793
व्आस्अ,5308
न्इय्अ,2787
क्आन्ऊ,2709
ब्इन्आ,2446
ड्र्आइ,659
र्अत्अ,2222
ह् ओग्ई,4830
स्अम्म्आ,2027
प्ऊछ्अ,2862
त्आछ्अ,713
व्आल्ई,6852
प्र्अत्य्ए,869
प्र्अय्ओ,1501
स्अक्ए,3272
इस्ल्आ,945
स्अंभ्आल्अ,741
ख्एत्अ,1095
अह् अ,2002
क्ट्अर्अ,3035
अन्अ,4282
श्आअंत्इ,1004
व्आस्त्अ,989
म्एर्आ,1590
व्आई,5637
च्उक्ई,2322
क्आर्र्अ,2282
द्ईप्अ,1729
प्इत्आ,2102
आग्आ,734
ऑस्ट्र्ए,838
स्ईर्ई,1102
स्अम्म्ए,829
ल्अन्अ,2178
म्उद्द्ओ,621
र्एस्अ,3213
प्अंज्आब्अ,2150
स्आठ्ई,1124
अर्थ्अ,2085
आत्अ,6950
श्र्ईल्अंक्आ,709
ब्अड्ई,4032
ड्ऑक्ट्अ,1206
क्इश्ओ,711
र्आह् उ,2492
व्एत्अ,881
प्र्एम्अ,1871
त्आक्इ,1796
इच्छ्आ,640
ईर्आ,1065
र्इय्आ,3516
एश्व्अ,1366
एश्इ,864
स्क्आर्अ,934
ग्और्अ,883
त्अल्अ,883
म्ऊल्य्अ,1309
न्इर्ध्आ,775
र्इत्अ,775
ज्आत्ए,3404
स्अह् आ,1682
य्अत्आ,926
ज्अय्अ,2457
ठ्आक्उ,1015
भ्आई,1985
अर्उ,707
ध्य्अक्ष्अ,1565
श्आन्अ,3134
फ्आइ,767
न्अल्अ,767
श्अह् अ,4491
म्अंत्र्आल्अ,1719
स्अम्इ,1944
ब्अज्आ,768
ग्अठ्अ,858
ब्अंध्अन्अ,858
ह् अर्इ,2139
य्आण्आ,2139
उत्अ,1446
फ्इल्अ,1122
आध्इ,1920
आद्ए,2300
र्आह् अ,1092
व्अर्इ,1799
व्ऐज्ञ्आ,705
श्अर्म्आ,3318
क्श्अन्अ,2076
म्अत्इ,873
ब्उध्अ,1794
य्उव्आ,2418
न्अय्आ,1655
अअंत्इ,1540
ज्एल्अ,1683
ज्इम्म्ए,1276
च्ईज्अ,1681
न्इव्आ,1514
द्इस्अंब्अ,1437
आप्ऊ,701
न्इग्अ,1498
क्अव्इ,942
क्अर्त्आ,1734
र्थ्अन्अ,1684
म्उअंह् अ,690
ग्र्अह् अ,2799
ब्अह् अ,5516
क्अर्म्अ,2923
च्आर्ई,1375
स्अंब्अंध्इत्अ,1406
स्प्अष्ट्अ,1264
स्अल्आ,1110
स्अम्ई,681
व्ईड्इ,3042
उद्आ,660
द्एत्ए,3180
फ्अर्अ,1212
श्अन्इ,1801
व्एद्अ,1916
स्अंब्ओध्इ,910
आअंद्ओ,1349
व्इश्ए,3490
एन्द्र्अ,1812
क्एअंद्र्ई,1741
क्अप्त्आ,1400
म्म्अद्अ,806
क्ओश्इ,2651
द्ओप्अ,799
म्इन्अ,1459
प्आर्अ,3726
द्एन्आ,1730
र्आख्अंड्अ,607
क्अप्ऊ,1281
स्अद्अ,3051
ल्आग्अ,843
म्ऐद्आ,1316
अअंद्अ,1594
र्आध्अ,1491
ध्आन्ई,1058
स्ईए,1372
म्आर्अ,4456
ग्उज्अ,1535
क्ष्अम्अ,1140
ह् अथ्इ,703
य्आर्अ,703
ग्आय्अ,1554
ब्अज्अ,1191
ल्इख्अ,2860
र्आस्त्ए,733
ख्अर्ई,2654
च्औक्अ,1534
क्अर्ई,4235
ध्अन्अ,2653
व्अर्ल्ड्अ,644
ल्अख्अ,1171
त्इव्आ,670
ब्अर्आ,1358
अख्इ,741
ल्एश्अ,741
य्ऊप्ई,1535
त्उर्अंत्अ,842
इत्इ,1375
ह् आस्अ,1375
अच्छ्ए,1291
ब्इक्र्ई,820
ग्अय्ए,2133
ग्अय्ई,2543
ज्अल्द्अ,2527
ज्अर्इ,1244
अप्ई,853
फ्एस्अ,831
ब्उक्अ,831
व्आल्ओ,1865
प्र्अस्आ,1150
आस्अ,794
आन्अंद्अ,1014
च्औध्अ,938
र्ओह् इ,762
स्उन्इ,729
श्च्इत्अ,729
भ्ऊम्इ,1486
फ्त्आर्अ,2552
स्अत्त्आ,1574
य्आद्अ,2904
स्अभ्आ,3431
स्आध्अ,1792
स्थ्आप्अ,680
म्अश्ई,811
इय्ए,3092
व्इत्अ,1287
प्र्अश्न्अ,858
ग्उप्त्आ,971
क्अप्अ,3273
उत्आ,1015
ज्ऐस्ई,1447
क्अर्म्इ,826
प्ऐद्आ,1352
प्अर्ए,2080
स्थ्आन्ई,1612
स्ऊस्अ,918
स्ऊत्र्ओ,1145
द्आव्आ,1376
प्र्अश्आ,2345
स्अन्अ,2345
अम्अ,1834
च्इक्इ,651
अश्ओ,891
स्आर्अ,4377
ज्इस्ए,2011
इअंद्अ,2857
ट्व्इट्अ,675
ट्व्ईट्अ,1233
म्अंद्इर्अ,2817
द्एख्आ,2287
ख्ऊब्अ,1560
ब्अड्ए,3202
ट्इक्अ,1077
ट्र्आअंस्अ,738
क्आर्ओ,1914
स्ट्आर्अ,1146
म्अंड्अल्अ,1946
अफ्र्ई,658
ब्ईम्आ,745
ग्अंभ्ईर्अ,1872
र्अर्आ,842
ष्ट्र्ईय्अ,842
स्आह् इ,906
प्र्अश्इ,685
ऐक्ट्अ,981
द्आत्आ,667
म्उस्अ,792
ल्अम्आ,792
ट्ऐक्स्अ,909
प्र्अस्त्उ,922
प्र्अव्ए,1225
ब्अच्च्ओ,3050
इन्ह् ए,826
ब्अंग्आल्अ,999
द्उक्आ,1449
द्एर्अ,2128
स्आम्आ,2588
र्आश्इ,2336
र्इक्ऑ,1688
स्अंय्उक्त्अ,1300
ज्इल्आ,4057
ख्अर्आ,1267
आत्अंक्अ,1420
ट्र्एन्अ,1526
द्अक्ष्इ,1620
एअंद्र्अ,2886
म्उल्आ,1012
क्आत्अ,1012
स्अंव्इध्आ,879
च्उक्आ,2157
ज्अन्म्अ,2114
न्ईक्अ,1087
ब्ऊर्अ,678
व्आह् ई,620
व्अक्ई,742
म्अर्ई,742
स्आअंस्अ,1827
ब्अच्च्ए,2127
च्आर्इ,1548
न्अज्र्अ,783
म्इल्ई,2960
न्इश्आ,1366
घ्ओष्इ,1061
न्अर्ए,1887
ख्अर्च्अ,1633
ख्अत्म्अ,1469
अव्ऐ,895
र्ओक्अ,2781
र्ग्अत्अ,668
स्ईट्अ,3063
श्आय्अ,1279
व्इश्व्आ,1131
व्इभ्इ,2207
ह् आई,675
स्अम्ऊ,1185
ब्अय्आ,2645
म्इश्र्अ,1206
द्अस्त्आ,623
व्एज्अ,623
च्औह् आ,709
च्ईत्अ,1401
इअंत्अ,735
ज्आर्अ,735
ल्अक्ष्य्अ,1206
ह् इस्स्ए,925
म्अन्उ,688
ग्ईत्अ,1290
ज्अम्अ,860
स्ईब्ई,897
स्ओश्अ,1778
व्आय्अ,870
र्अल्अ,870
उद्द्ए,744
ज्अम्ई,1718
म्एर्ए,3154
म्एर्ई,2212
एस्ट्अ,2070
क्अर्न्आ,791
ट्अक्अ,791
घ्ऊम्अ,717
ष्अद्अ,1352
च्एह् अ,839
क्ओल्अ,653
क्आत्आ,653
ह् इन्द्ऊ,653
ग्उर्उ,2741
ग्ऐस्अ,908
ह् आउ,783
न्अव्अंब्अ,1304
क्एज्अ,934
र्ईव्आ,934
व्इद्य्आ,2133
स्ट्एश्अ,1149
भ्र्अष्ट्आ,1005
ल्ऊट्अ,746
न्इद्ए,904
श्अक्अ,904
स्उप्र्ई,1726
ल्अब्अ,965
स्थ्अल्अ,863
स्अफ्आ,750
झ्ऊठ्अ,723
स्ऊर्य्अ,877
थ्ओड्आ,717
ड्ऑल्अ,1264
य्उद्ध्अ,936
छ्ओट्ई,919
स्इक्अ,739
श्अर्आ,1084
ध्आर्म्इ,774
प्र्अम्आ,808
घ्आट्अ,1211
च्इअंत्आ,1093
ज्इन्ह् ओ,810
फ्उट्अ,878
ड्इय्ओ,684
क्अथ्इ,704
स्अंप्अर्क्अ,867
ह् आद्अ,722
ब्ऑल्ई,1319
व्उड्अ,1319
श्अंक्अर्अ,860
द्अब्आ,951
क्इल्ओ,812
म्ईट्अ,812
ग्एअंद्अ,2461
श्उर्उ,2081
श्इम्अ,794
ह् इम्आ,1095
न्अत्ई,784
भ्ओक्त्आ,821
क्अम्ए,863
श्आस्त्र्अ,980
ब्आइ,859
व्य्अक्त्अ,1083
अच्छ्आ,2370
थ्ओड्ई,642
ध्आर्आ,1067
आत्अंक्ई,880
व्ऐश्व्इ,598
म्उळ्ए,722
म्एह् अ,658
न्अत्अ,658
झ्आर्अ,688
श्अर्ई,1746
स्ऊर्अ,655
भ्ओप्आ,769
छ्अत्त्ई,875
स्अग्अ,875
एज्ए,771
द्आख्इ,724
ज्इक्अ,1332
त्अम्आ,1029
स्अक्र्इ,648
र्अक्ष्आ,1213
प्र्अव्अ,862
इअंज्ई,642
अफ्अ,671
म्उद्र्आ,667
प्र्अत्य्आ,630
द्उर्घ्अ,599
ट्अन्आ,599
व्इअंद्अ,606
फ्अस्अ,905
ग्र्उप्अ,821
भ्अर्त्ई,1585
अख्अ,784
स्अप्त्आ,1057
र्एल्अ,1537
त्ऐन्आ,846
स्अंग्ईत्अ,825
ल्ऑन्च्अ,671
ख्उल्आ,771
फ्ऑर्म्अ,957
र्ओज्अ,821
ग्आर्अ,821
य्ओग्इ,842
क्ओह् अ,1121
म्आर्क्ए,699
प्अट्ए,902
श्अह् ई,771
न्इर्य्आ,618
उप्आ,646
ड्इग्र्ई,965
म्आन्य्अ,663
म्र्त्अक्अ,736
न्एत्र्त्व्अ,1245
इअंस्आ,725
अअंग्र्ए,1082
स्म्आर्ट्अ,657
स्इद्ध्अ,1413
ऊर्ज्आ,887
व्इर्आ,1005
क्अल्य्आ,808
प्अर्य्आ,667
अअंद्आ,760
र्थ्अक्अ,685
य्आब्अ,619
ल्अड्क्इ,728
