item,frequency
अअंत्अ,4466
र्ईय्अ,2260
क्र्इक्ए,2123
य्आस्अ,650
आन्अ,24784
स्आल्अ,12427
ख्इल्आ,8672
इव्अ,7379
उम्अ,2209
क्इय्आ,36546
स्अफ्अ,4398
र्अह् ए,22741
उन्ह् ओ,16578
प्ईछ्ए,1960
श्इक्अ,1314
क्इए,5339
य्अह् आ,6512
त्अक्अ,20845
प्आक्इ,4528
स्त्आन्अ,5159
त्इह् आ,2041
ट्एस्ट्अ,1911
ह् इस्स्आ,1776
ख्एल्अ,4159
उन्अ,30008
क्अह् अ,12019
इट्अ,9596
र्अख्अ,9535
ज्अर्अ,7710
ऊर्ई,2897
व्अह् अ,15288
ज्इम्अ,1799
ख्उद्अ,3199
ज्ऐस्ए,4753
क्इल्अ,2045
इअंग्अ,12785
क्इअंग्अ,1879
क्अर्ए,13446
ल्इय्ए,2860
र्अह् अ,13565
इट्ई,2055
क्उछ्अ,14730
ज्अब्अ,14941
अप्अ,46073
ल्अक्ष्अ,2193
ओज्अ,7857
च्आन्अ,2594
स्अक्अ,22708
अम्अ,6243
प्अर्इ,10146
क्ऐस्ए,2466
प्र्अद्अ,2980
र्श्अन्अ,2980
अन्उ,12109
ऊल्अ,4862
ब्एह् अ,3677
उट्अ,2727
इय्ओ,27840
ठ्ईक्अ,1935
ह् ओअंग्ए,2399
अल्अ,5416
प्अर्ई,3036
क्ष्अण्अ,3166
च्आह् इ,6608
ओध्अ,4506
त्आओ,4449
आस्अ,13988
द्आन्अ,6071
व्इश्अ,1267
म्उक्आ,1842
द्ऊस्अ,7576
उल्अ,12008
छ्ओट्अ,2030
ह् आल्अ,6586
प्इत्अ,1934
स्एव्आ,3074
व्य्आप्अ,2485
क्अम्अ,13662
प्र्अत्इ,11755
आई,21524
श्इक्ष्अ,1965
त्ऐय्आ,3423
क्अर्आ,3462
र्अह् आ,18657
ज्अव्आ,2652
आन्आ,11036
द्और्आ,7360
स्क्ऊल्अ,3805
ल्अग्ई,2250
आग्अ,3174
प्र्अध्आ,5490
न्अम्अंत्र्ई,4026
च्आर्अ,11188
उक्अ,3528
श्उक्र्अ,2209
व्आर्अ,24487
र्आष्ट्र्अ,3736
प्अत्इ,4920
इम्अ,9082
इर्अ,7458
र्आज्अ,21411
न्ईत्इ,3704
ह् ओत्ई,5938
क्ओई,12877
य्ओज्अ,4630
च्अल्आ,3748
ज्इन्अ,3797
ह् ओत्ए,4255
ब्आद्अ,27832
इअंट्अ,2070
श्अन्अ,9859
ज्आर्ई,5048
ज्अह् आ,3955
ओल्अ,9705
आअंस्अ,2015
ल्अग्आ,15064
न्अज्अ,3384
आए,4361
द्एश्अ,16919
फ्आइ,1771
एट्अ,7723
त्एज्अ,2141
द्आर्अ,8095
क्अह् आ,31235
त्आर्अ,4149
भ्आर्अ,22965
म्आन्अ,18581
अभ्ई,4338
ह् उई,9785
ज्अय्अ,6170
ह् अन्अ,3759
व्अन्अ,6503
द्अर्अ,5104
ब्आर्अ,15148
ऑल्अ,2044
ओह् अ,2471
प्आल्अ,7072
ज्अग्अ,4426
म्उख्अ,2682
प्अद्अ,5322
इल्आ,7539
र्आम्अ,5217
र्अह् ई,17657
व्इव्आ,1789
म्आम्अ,10480
ज्इस्अ,16281
च्अन्आ,2605
च्आह् अ,6817
प्उर्अ,11538
श्आद्ई,2481
इन्अ,27116
य्उव्अ,2807
ब्अन्अ,8537
द्इल्ल्ई,7748
अंद्अर्अ,3176
उर्अ,8251
ऊप्अ,4602
क्ष्इत्अ,1703
य्अन्अ,2776
ह् ओक्अ,1791
ल्आभ्अ,2625
उठ्आ,2757
च्उक्ए,2628
उच्च्अ,2100
व्आन्अ,5469
स्उव्इ,1850
ल्ओग्ओ,13118
त्आन्अ,2103
न्इय्अ,4633
ध्इक्अ,4065
ल्एक्इ,16307
ल्ओक्अ,4951
अव्अ,7006
ध्आर्अ,4129
व्इच्आ,2715
एय्अ,1657
प्ओर्ट्अ,1382
क्आर्इ,2504
ब्अत्आ,17424
ऊर्अ,10115
ओप्अ,1674
ब्अल्अ,2639
व्अज्अ,3839
व्अर्अ,13381
इअंड्अ,2067
ह् अम्अ,16138
आध्आ,3756
द्अर्ज्अ,4071
क्र्इय्आ,1709
आग्ए,3897
ज्अम्आ,1781
म्एअंट्अ,3440
ज्आत्ई,4244
स्आन्अ,2832
र्इप्ओ,3126
त्ईय्अ,8775
क्आर्ई,12768
व्इद्ए,2474
आय्आ,3748
क्य्ओअंक्इ,4177
द्य्ओग्अ,2353
स्उर्अ,5982
द्एन्ए,6121
ऐस्ए,9592
ब्ओर्ड्अ,1869
आर्आ,9104
आन्ए,10868
फ्ऐस्अ,3668
ल्इय्आ,9662
ज्य्आद्आ,6621
भ्आव्अ,5893
एस्अ,14512
इक्आ,7815
ऊन्अ,6588
न्उक्अ,1626
आल्अ,14890
ग्इर्अ,4554
उन्ह् ए,8814
च्अर्अ,1997
इस्ई,5226
प्र्अक्आ,4800
प्अट्अ,2028
इल्अ,17155
भ्ऊम्अ,2637
म्अन्आ,2185
आय्ओ,5587
घ्ओष्अ,3123
ग्अत्अ,5573
त्अर्ई,4051
स्अव्आ,3197
अम्ए,3321
इक्ई,2198
न्इर्द्ए,2354
अभ्इ,4015
न्आम्अ,9470
न्अव्अ,1888
ब्अर्अ,9544
व्अर्ष्अ,7656
ध्अन्अ,4279
ह् उआ,10386
अन्य्अ,5591
ज्आन्अ,11305
म्ऊल्अ,2331
ख्अब्अ,2957
फ्इल्म्अ,8696
म्उझ्ए,4077
द्एख्अ,10652
प्अस्अंद्अ,1640
इस्ए,4606
आर्ए,4819
स्आथ्अ,27696
एश्अ,13134
म्ऐअंन्ए,2674
उस्अ,26106
अग्अ,12471
म्इल्ए,3714
छ्आत्र्अ,3214
आअंच्अ,1098
इश्आ,1826
आल्ई,5935
व्इध्आ,5687
न्अस्अ,2871
म्अत्अ,5510
य्अक्अ,2243
प्ऊर्ए,2631
क्ष्एत्र्अ,8109
थ्अम्अ,2049
आल्आ,5784
अत्इ,2245
र्इक्अ,6679
न्अंब्अर्अ,2011
ग्र्आम्ई,1902
च्अर्च्आ,2112
ग्आअंव्अ,4904
क्एव्अ,2766
स्अड्क्अ,1943
आन्ई,13481
आज्अ,11430
प्अह् उ,9257
म्अह् अ,10149
ज्आत्आ,8702
द्ओन्ओ,6383
इश्अ,6718
ह् ओन्ए,13622
ज्अल्अ,4263
ह् अर्अ,14200
ब्अन्ई,1641
त्अय्अ,1966
ब्इज्अ,3177
ल्अग्अ,9522
म्आध्य्अ,1994
स्अम्आ,7085
ध्आन्अ,3626
ट्अक्अ,2421
न्अर्अ,3039
ओर्अ,13356
ज्ऊन्अ,1864
म्अह् ई,3489
ओक्अ,3498
श्अत्अ,3294
प्एट्अ,1911
प्इछ्अ,5600
द्व्आर्आ,9270
म्उत्आ,3576
ब्इक्अ,3561
आर्थ्अ,3555
क्आअंग्र्ए,7668
एत्अ,5141
प्आर्ट्अ,1147
ल्आई,2720
श्उर्ऊ,7094
एर्अ,4353
प्र्अय्आ,2098
व्अक्त्अ,1875
प्आअंच्अ,3507
स्त्अर्अ,2699
न्इक्अ,5081
इय्अ,21980
म्ऐच्अ,4016
र्अन्अ,3178
ह् ओग्आ,8314
ज्आय्ए,1859
ब्आत्अ,14747
च्अल्अ,10402
व्य्अक्त्इ,3269
भ्अव्अ,2687
उस्ए,6586
ल्अग्ए,3025
ज्ईव्अ,3634
भ्अर्अ,6027
ह् ओन्आ,2611
आव्अ,2225
श्य्अक्अ,2002
ऊस्अ,3398
ह् ओत्आ,8606
म्उख्य्अ,8198
द्इख्आ,3823
य्अह् ई,2543
फ्इर्अ,8731
ऐस्आ,5387
ग्अल्अ,4539
द्इख्अ,2377
द्अल्अ,3055
ब्आर्ए,5459
ग्आअंध्ई,3375
उम्म्ई,3775
द्अव्आ,1862
ऊट्अ,4436
ब्आव्अ,1684
ज्ऊद्अ,1753
ब्अह् उ,8085
क्इस्ई,11614
प्आर्ट्ई,6881
य्अद्इ,3080
अन्अ,5364
म्आह् अ,2580
ब्अद्अ,6603
क्आम्अ,11037
अब्अ,13863
ब्आज्आ,3109
ल्ओग्अ,8604
स्आम्आ,2064
क्अंप्अन्ई,4894
उक्त्अ,3654
त्और्अ,2871
उत्त्अ,3374
द्आय्अ,1635
व्इर्ओ,3402
ब्ओल्अ,2021
स्अह् ई,2179
प्उल्इ,12544
ह् अत्य्आ,2405
प्ओस्ट्अ,2005
आर्ट्अ,2595
एज्अ,5470
ब्अच्आ,2405
स्आम्अ,9210
स्इर्फ्अ,3281
अअंग्अ,1829
अल्आ,4082
त्अर्आ,1905
व्आल्अ,7128
प्ऊर्आ,3264
र्उप्अ,6577
ल्एज्अ,1794
ज्ञ्आन्अ,2021
म्आर्च्अ,1707
अप्र्अ,1898
ऐल्अ,2930
ज्इत्अ,2004
आह् अ,6372
प्अन्अ,3647
य्ऊन्अ,1987
ईड्अ,649
प्ऊर्व्अ,5556
प्अत्र्अ,5133
र्अण्अ,6446
एफ्अ,2146
ठ्अन्अ,2310
भ्आग्अ,4022
स्अर्व्अ,2661
प्अक्अ,3783
म्औत्अ,3151
व्इभ्आ,4821
त्अथ्आ,7017
र्उप्ए,3898
च्इत्अ,4289
अस्अ,5068
क्अल्अ,5535
क्र्इक्अ,423
ब्अन्ए,2331
र्आन्अ,1899
ख्आन्अ,2923
प्ईए,1848
एन्अ,5755
प्र्अम्उ,2759
श्आह् अ,2453
श्अर्ई,2153
ह् अर्ई,1935
अध्य्अ,5917
इत्आ,5197
म्ओब्आ,1701
फ्ईस्अ,3860
प्र्अद्ए,8182
ऊब्अ,3892
क्अह् ई,1849
ब्आह् अ,3656
ज्आन्आ,2535
य्आत्र्आ,2044
प्अड्ए,1718
क्अर्ई,6626
व्अह् ई,5156
क्ईम्अ,2025
क्अम्ई,1967
म्अध्य्अ,2749
ब्ईज्ए,2648
क्अत्अ,1978
ब्ऐअंक्अ,3298
भ्अग्अ,4771
क्इस्अ,1953
न्इव्ए,1950
स्अह् अ,5741
य्ओग्अ,9934
स्ईम्आ,1776
य्आद्अ,4626
क्अभ्ई,3672
न्इर्ण्अ,1707
ल्एन्ए,2840
प्एश्अ,2691
अच्छ्ई,2004
ड्अल्अ,1852
इत्इ,848
ब्आल्अ,2642
व्इक्आ,4560
क्अर्ओ,5946
ह् इअंद्अ,1637
न्आग्अ,1874
क्एअंद्र्अ,3465
ज्आअंच्अ,4055
इए,5643
ल्अब्ध्अ,2172
क्इस्आ,3699
म्इन्अ,1779
अस्प्अ,2667
त्आल्अ,3472
ह् अर्आ,3144
ऑफ्अ,3335
व्अह् आ,3339
ह् आथ्अ,3540
द्ऊर्अ,3131
ब्अड्आ,3107
क्इन्अ,837
ज्अर्ऊ,3248
आअंत्इ,1660
ऊत्अ,2141
द्इन्अ,9695
स्उब्अ,2603
ब्अज्ए,2692
प्र्अश्अ,2100
आअंत्अ,2088
म्अज्अ,3492
इल्ए,1437
द्ओस्त्अ,1636
म्इल्आ,3765
प्ऊर्ई,4374
एम्अ,8472
क्उल्अ,3435
आद्इ,3378
ब्ईच्अ,6845
क्ओर्ट्अ,3441
न्ओट्अ,2379
एअंग्ए,6190
ल्इख्आ,2110
ध्अर्म्अ,2888
च्उन्अ,1831
त्म्अक्अ,1750
व्इष्अ,1832
ह् अत्अ,3607
व्आद्अ,4567
श्आम्इ,5151
ब्अल्क्इ,2423
स्आफ्अ,1656
ऊम्अ,3850
व्आप्अ,2430
स्ओम्अ,2236
आर्थ्इ,1792
ह् आस्इ,2004
आद्अ,2894
एक्स्अ,1795
स्अद्अ,3946
व्इक्अ,3090
म्उअंब्ई,2543
त्अह् अ,3394
व्इश्व्अ,4209
ग्अर्अ,7455
म्ईड्इ,3868
व्ईर्अ,2781
श्एय्अ,2336
ब्एट्अ,2067
उर्उ,2413
आह् ए,2711
न्इक्आ,1813
स्ऊच्अ,2358
ध्य्आन्अ,2547
य्आल्अ,1989
फ्ओट्अ,1835
व्उड्अ,1660
आम्ई,3086
र्अख्आ,2393
अर्अ,3521
त्इय्ओ,1858
ड्आल्अ,2773
ओस्अ,2026
क्इत्अ,1908
म्अह् इ,7531
व्अर्ग्अ,1729
स्इत्अ,1920
अंब्अर्अ,3108
क्अट्अ,3469
म्आअंग्अ,5533
घ्अर्अ,7284
ल्आओ,2228
द्इए,3841
ज्आन्ए,8454
त्एल्अ,1705
अध्अ,4039
क्आफ्ई,5233
एअंट्अ,4242
इल्ई,1995
स्एन्आ,2202
क्अद्अ,1726
म्आन्आ,1947
श्आम्अ,1697
अभ्अ,2955
व्आह् अ,4569
म्अद्अ,3450
र्इक्आ,2136
घ्अट्अ,4060
ज्आर्अ,1435
स्अल्अ,5560
ज्अम्अ,2871
क्अंप्अन्अ,2227
य्आन्अ,3272
ज्इल्ए,2597
प्आन्ई,3750
ओन्अ,3393
ब्आज्ई,1839
स्अह् इ,2163
आर्ओ,7061
ग्अम्अ,2022
र्आय्अ,1745
ब्इह् आ,1994
श्म्ईर्अ,2340
न्य्आय्आ,2104
ल्अय्अ,3347
म्अंग्अल्अ,2355
र्आष्ट्र्ई,2999
द्इन्ओ,3497
उठ्अ,2481
फ्ओन्अ,2193
श्इक्आ,2247
य्अत्अ,2247
च्ईन्अ,2134
स्व्आस्थ्य्अ,2022
र्आव्अ,2086
प्अड्आ,1990
व्आल्आ,3349
त्ईस्अ,1849
स्इअंह् अ,11704
ग्अण्अ,1700
म्औक्ए,2593
एअंस्अ,2904
उन्ह् अ,669
अद्आ,1739
ज्ईत्अ,3744
स्थ्आन्अ,6233
श्इक्ष्आ,2794
प्अत्न्ई,1994
त्इक्अ,2748
श्उर्अ,511
क्र्अम्अ,4692
र्आत्अ,5207
ल्आल्अ,2966
स्थ्इत्अ,4790
ईय्अ,2721
ईन्अ,6433
प्अत्आ,3427
श्इव्अ,4053
भ्आर्ई,1793
व्आस्अ,5128
क्आन्अ,4204
ब्इन्आ,2445
र्अत्अ,2007
ह् ओग्ई,4830
स्अम्म्आ,2020
प्ऊछ्अ,2862
व्आल्ई,6852
स्अक्ए,2585
उस्ई,1693
अह् अ,1965
क्ट्अर्अ,4471
ट्अल्अ,1844
स्अच्अ,1559
ब्अच्च्अ,1362
स्आर्अ,6542
व्आई,5653
च्उक्ई,2322
क्आर्र्अ,2323
द्ईप्अ,1647
व्अल्अ,2267
प्इत्आ,2096
व्अत्अ,1747
व्आद्ई,2276
र्आह् अ,772
स्अम्म्अ,1106
र्एस्अ,2313
अर्थ्अ,1690
ब्अड्ई,4032
ब्अच्अ,1906
र्आह् उ,2492
त्अन्अ,3559
त्आक्इ,1793
ह् आई,1826
स्ओच्अ,1906
फ्इल्अ,1416
द्और्अ,1184
ग्और्अ,1772
ल्अब्अ,2311
ज्आत्ए,3396
स्अह् आ,1770
भ्आई,1985
आर्ड्अ,1946
न्अल्अ,2087
म्अंत्र्आल्अ,1700
स्अम्इ,1831
श्अह् अ,3773
न्इर्म्आ,2758
ब्अज्अ,2387
ज्अप्आ,274
ह् अर्इ,2296
य्आण्आ,2139
आद्ए,2300
व्अर्इ,1883
श्अर्म्आ,3317
क्श्अन्अ,2016
च्आल्अ,3554
फ्अर्अ,2241
ब्उध्अ,1953
य्उव्आ,2413
ज्एल्अ,1665
व्आस्ई,2491
म्आर्अ,6337
द्इस्अ,1919
ड्अर्अ,2299
र्थ्अन्अ,1684
क्अर्म्अ,4203
व्ईड्इ,2941
ईक्अ,386
द्एत्ए,3174
श्अन्इ,2093
व्इध्अ,1984
व्इश्ए,3490
क्एअंद्र्ई,1741
ष्अण्अ,2833
न्इय्आ,1685
म्ओह् अ,1711
ब्अह् अ,4816
क्ओश्इ,2651
प्आर्अ,2407
द्एन्आ,1730
क्अप्अ,4436
ईल्अ,1704
ग्उज्अ,1737
म्अत्आ,1842
ल्इख्अ,2838
ख्अर्ई,2801
ज्इक्अ,1701
ख्अन्अ,1735
र्एल्अ,2565
अख्अ,2521
द्एश्ओ,1798
इत्र्अ,2357
अच्छ्अ,1358
ग्अय्ए,2129
ग्अय्ई,2543
ज्अल्द्अ,1765
ल्अर्अ,2720
व्आल्ओ,1865
ह् इत्अ,3270
क्आन्ऊ,2054
फ्त्आर्अ,2037
इय्ए,3014
प्र्अभ्आ,2575
प्अर्ए,2135
प्र्अश्आ,2243
स्अन्अ,2243
इज्अ,2122
ज्इस्ए,2011
न्आथ्अ,2680
ग्आर्अ,1976
म्अंद्इर्अ,2780
प्आए,1689
न्आव्अ,1495
द्एख्आ,2288
ब्अड्ए,3201
व्एश्अ,1605
क्आर्ओ,1918
अंड्अल्अ,1830
अफ्अ,2671
ग्अंभ्ईर्अ,1870
क्आब्अ,171
ऊक्अ,2037
ट्अन्आ,1897
व्इद्य्आ,1674
अंग्अल्अ,1427
ओर्ई,1832
ओष्अ,1920
उत्अ,2421
ब्अच्च्ओ,3049
द्एर्अ,1759
र्आश्इ,2241
ईस्अ,422
ज्इल्आ,4299
थ्आन्आ,1694
र्आब्अ,2662
आत्अंक्अ,2103
आत्अ,5581
इअंड्इ,2809
द्अक्ष्इ,1621
एअंद्र्अ,2706
र्अम्अ,2451
म्उल्आ,1625
द्आर्ई,2858
च्उक्आ,2055
ज्अन्म्अ,1850
द्अन्अ,2563
स्उन्अ,3114
द्एव्अ,1895
स्आअंस्अ,2245
ब्अच्च्ए,2104
प्उल्अ,858
न्अग्अ,2862
च्आर्इ,1639
म्इल्ई,2960
न्अर्ए,1887
एअंद्अ,581
र्ओक्अ,2327
स्ईट्अ,2958
व्इभ्इ,2197
ऊह् अ,1939
ब्अय्आ,2462
स्ओश्अ,1742
य्आद्आ,649
म्एर्ए,3154
म्एर्ई,2212
अद्अ,506
उओ,1653
एष्अ,826
ग्उर्उ,2737
ख्आस्अ,2579
आम्आ,1732
स्उप्र्ई,1731
द्अम्अ,705
आर्म्अ,1858
म्आण्अ,1563
ओअंन्ए,1650
प्अंज्आब्अ,1937
ग्एअंद्अ,2444
श्उर्उ,2081
उआ,908
प्अस्अ,321
ज्अह् अ,185
स्आत्अ,1792
अच्छ्आ,2318
ईर्अ,2347
र्इय्आ,2017
ज्एप्ई,116
ऑप्अ,1870
श्अल्अ,971
र्ओज्अ,2205
क्आश्अ,1092
द्अर्श्अ,460
त्ऐय्अ,1158
एत्र्अ,516
त्आब्अ,979
द्य्आल्अ,847
र्आष्ट्अ,100
व्आर्आ,498
क्आअंग्अ,586
प्ईछ्अ,238
द्अक्ष्अ,167
म्ईड्अ,62
ह् आय्अ,231
इल्ल्ई,368
क्एअंद्अ,34
त्एम्आ,84
ह् आस्अ,247
एश्आ,119
आअंक्इ,45
क्ओश्अ,219
उड्अ,318
भ्ईर्अ,144
व्ईड्अ,118
म्म्ईद्अ,18
भ्इन्न्अ,61
